sentence_id,screening,label,text
26299,-3,-1,"You know, one of the responsibilities of growing older, it seems to me, is being able to tell people something they may not want to hear just because it's true."
26304,-3,-1,Don't take my word for this.
26305,-3,1,"The Economist magazine polled lots of economists, seven Nobel prize winners who said if this tax scheme passes, it will require huge cuts, 40 percent, in the environment and law enforcement and education."
26308,-3,-1,"And it's paid for, and I'll tell you how I'll pay for it."
26314,-3,0,"You talked about it last time, you talked about a risky scheme and Vice President Gore repeated it about ten times in St. Petersburg."
26318,-3,-1,I'm going to keep my word to the American people.
26320,-3,-1,We're not going to touch Medicare.
26331,-3,0,"It was my very first bill, and I'm very proud of it because it symbolizes what I think we ought to be doing."
26333,-3,-1,Most important good things that happen in America happen in families.
26334,-3,0,"Just about every family I know, the main concern is how am I going to succeed at work and still do right by my children."
26337,-3,-1,I'd like to say you can also take a little time off without losing your job to go to a regular parent-teacher conference or to go to a regular doctor's appointment with a family member.
26338,-3,-1,"I'd also like to see the overtime laws change so that we could have some more flex time so that at the discretion of the worker, the worker, if you earn overtime, you could decide when you want that time to be taken, in cash or in time with your family if you've got a family problem."
26343,-3,-1,We have to help people succeed at home and at work.
26347,-3,-1,We had a better idea.
26351,-3,-1,"This is the way it ought to work, give more power back to the states and back to the people back to the taxpayers, not always the long arm of the federal government."
26358,-3,0,I spend a lot of time in hospitals.
26359,-3,-1,I know what it's like to be in a hospital.
26360,-3,-1,Sure we want family leave.
26361,-3,-1,But there's a better way to do it.
26363,-3,-1,I can't fix the statistics.
26366,-3,1,"The bill originally covered employers of 25 and more, but because of opposition, we went up to 50."
26370,-3,0,He said it would hurt the economy.
26372,-3,1,It didn't hurt the economy.
26392,-3,1,"You know, regulations cost the average family right here, Democrat or Republican, about $7,000 a year."
26396,-3,0,I met a lady in Colorado Springs about seven weeks ago now.
26401,-3,0,Congress passed a paperwork reduction act.
26404,-3,0,"You know, I fell off a platform out in California, Chico, a while back."
26407,-3,-1,We've got to stop some of these frivolous lawsuits.
26409,-3,-1,"Get the economy going, cut the capital gains rate, create more jobs and opportunities for everybody in America."
26411,-3,-1,And my word is good.
26413,-3,-1,"I don't break my promises after the election, and I don't make new promises in an election year."
26414,-3,-1,We're going to get it done.
26418,-3,1,We've gained manufacturing jobs since I've been President.
26419,-3,1,We've negotiated over 200 separate trade agreements.
26429,-3,1,Because we reduced the deficit four years in a row.
26438,-3,1,We had the worst economy in a century.
26440,-3,1,The president inherited growth of over 5 percent.
26441,-3,0,We don't have the S&L crisis anymore.
26455,-3,1,"In February he said we had the best economy in, 30 years, just February."
26458,-3,-1,I could answer a lot of these things tit for tat.
26463,-3,-1,"If you give me four years more I will work on it some more and I will try to answer these charges, but I prefer to emphasize direct answers to the future and I gave you a direct answer."
26465,-3,-1,"Well, I'm opposed to discrimination in any form but I don't favor creating special rights for any group."
26467,-3,-1,"And I'm, you know -- there would be special rights for different groups in America."
26469,-3,1,"I don't have any policy against hiring anyone; whether it's lifestyle or whatever, we don't have any policy of that kind, never have had in my office or will we have in the future."
26472,-3,-1,"But I will get back to the economic package because, again, I think this is very important."
26477,-3,1,"We had a 1.2 million bankruptcy, set a new record."
26478,-3,1,Credit card debt has never been higher.
26484,-3,1,"In San Diego where we had some defense cutbacks, we funded a project for the University of California San Diego to use airplane composite materials to build lighter, stronger bridges, a little project in a program that Senator Dole opposed."
26485,-3,1,And that composite now is going to be built around the bridges on the Santa Monica Freeway to help minimize the impact of earthquakes and create more jobs.
26503,-3,-1,And I think right now we got to go back.
26504,-3,-1,I know they've appointed a commission to take a look at managed care.
26506,-3,-1,"But it seems to me if we start to take choices away from people and if we drive them into one type care, eliminate fee-for-service altogether or eliminate the fact you can go to your own doctor, you have to go somewhere else, then I think we've taken a giant step backward in the United States of America."
26514,-3,-1,I hope not in both cases.
26515,-3,-1,But it does seem to me that you've raised a very important point that needs to be addressed.
26519,-3,-1,How many of you are under managed care plans?
26525,-3,-1,That's like the family of medical-leave law; it just tries to set the rules of the game.
